time484c39f77ace4808a5a48f6b481bafbe,intInc1,intRep1,dblInc1,dblRep1,strInc1,strRep1,decInc1,decRep1,boolInc1,boolRep1,smallInc1,smallRep1,dateCur1,dateInc1,intInc2,intRep2,dblInc2,dblRep2,strInc2,strRep2,decInc2,decRep2,boolInc2,boolRep2,smallInc2,smallRep2,dateCur2,dateInc2,intInc3,intRep3,dblInc3,dblRep3,strInc3,strRep3,decInc3,decRep3,boolInc3,boolRep3,smallInc3,smallRep3,dateCur3,dateInc3,intInc4,intRep4,dblInc4,dblRep4,strInc4,strRep4,decInc4,decRep4,boolInc4,boolRep4,smallInc4,smallRep4,dateCur4,dateInc4,intInc5,intRep5,dblInc5,dblRep5,strInc5,strRep5,decInc5,decRep5,boolInc5,boolRep5,smallInc5,smallRep5,dateCur5,dateInc5
2019-01-01 00:00:37,37,7,0.37,0.07,'strstrstrstrstrstr37','strstrstrstrstrstr7',0.37,0.07,1,1,37,7,'2019-01-01','2019-02-07',37,7,0.37,0.07,'strstrstrstrstrstr37','strstrstrstrstrstr7',0.37,0.07,1,1,37,7,'2019-01-01','2019-02-07',37,7,0.37,0.07,'strstrstrstrstrstr37','strstrstrstrstrstr7',0.37,0.07,1,1,37,7,'2019-01-01','2019-02-07',37,7,0.37,0.07,'strstrstrstrstrstr37','strstrstrstrstrstr7',0.37,0.07,1,1,37,7,'2019-01-01','2019-02-07',37,7,0.37,0.07,'strstrstrstrstrstr37','strstrstrstrstrstr7',0.37,0.07,1,1,37,7,'2019-01-01','2019-02-07'
2019-01-01 00:00:38,38,8,0.38,0.08,'strstrstrstrstrstr38','strstrstrstrstrstr8',0.38,0.08,0,1,38,8,'2019-01-01','2019-02-08',38,8,0.38,0.08,'strstrstrstrstrstr38','strstrstrstrstrstr8',0.38,0.08,0,1,38,8,'2019-01-01','2019-02-08',38,8,0.38,0.08,'strstrstrstrstrstr38','strstrstrstrstrstr8',0.38,0.08,0,1,38,8,'2019-01-01','2019-02-08',38,8,0.38,0.08,'strstrstrstrstrstr38','strstrstrstrstrstr8',0.38,0.08,0,1,38,8,'2019-01-01','2019-02-08',38,8,0.38,0.08,'strstrstrstrstrstr38','strstrstrstrstrstr8',0.38,0.08,0,1,38,8,'2019-01-01','2019-02-08'
2019-01-01 00:00:39,39,9,0.39,0.09,'strstrstrstrstrstr39','strstrstrstrstrstr9',0.39,0.09,1,1,39,9,'2019-01-01','2019-02-09',39,9,0.39,0.09,'strstrstrstrstrstr39','strstrstrstrstrstr9',0.39,0.09,1,1,39,9,'2019-01-01','2019-02-09',39,9,0.39,0.09,'strstrstrstrstrstr39','strstrstrstrstrstr9',0.39,0.09,1,1,39,9,'2019-01-01','2019-02-09',39,9,0.39,0.09,'strstrstrstrstrstr39','strstrstrstrstrstr9',0.39,0.09,1,1,39,9,'2019-01-01','2019-02-09',39,9,0.39,0.09,'strstrstrstrstrstr39','strstrstrstrstrstr9',0.39,0.09,1,1,39,9,'2019-01-01','2019-02-09'
2019-01-01 00:00:40,40,0,0.4,0.0,'strstrstrstrstrstr40','strstrstrstrstrstr0',0.4,0.0,0,0,40,0,'2019-01-01','2019-02-10',40,0,0.4,0.0,'strstrstrstrstrstr40','strstrstrstrstrstr0',0.4,0.0,0,0,40,0,'2019-01-01','2019-02-10',40,0,0.4,0.0,'strstrstrstrstrstr40','strstrstrstrstrstr0',0.4,0.0,0,0,40,0,'2019-01-01','2019-02-10',40,0,0.4,0.0,'strstrstrstrstrstr40','strstrstrstrstrstr0',0.4,0.0,0,0,40,0,'2019-01-01','2019-02-10',40,0,0.4,0.0,'strstrstrstrstrstr40','strstrstrstrstrstr0',0.4,0.0,0,0,40,0,'2019-01-01','2019-02-10'
2019-01-01 00:00:41,41,1,0.41,0.01,'strstrstrstrstrstr41','strstrstrstrstrstr1',0.41,0.01,1,0,41,1,'2019-01-01','2019-02-11',41,1,0.41,0.01,'strstrstrstrstrstr41','strstrstrstrstrstr1',0.41,0.01,1,0,41,1,'2019-01-01','2019-02-11',41,1,0.41,0.01,'strstrstrstrstrstr41','strstrstrstrstrstr1',0.41,0.01,1,0,41,1,'2019-01-01','2019-02-11',41,1,0.41,0.01,'strstrstrstrstrstr41','strstrstrstrstrstr1',0.41,0.01,1,0,41,1,'2019-01-01','2019-02-11',41,1,0.41,0.01,'strstrstrstrstrstr41','strstrstrstrstrstr1',0.41,0.01,1,0,41,1,'2019-01-01','2019-02-11'
2019-01-01 00:00:42,42,2,0.42,0.02,'strstrstrstrstrstr42','strstrstrstrstrstr2',0.42,0.02,0,0,42,2,'2019-01-01','2019-02-12',42,2,0.42,0.02,'strstrstrstrstrstr42','strstrstrstrstrstr2',0.42,0.02,0,0,42,2,'2019-01-01','2019-02-12',42,2,0.42,0.02,'strstrstrstrstrstr42','strstrstrstrstrstr2',0.42,0.02,0,0,42,2,'2019-01-01','2019-02-12',42,2,0.42,0.02,'strstrstrstrstrstr42','strstrstrstrstrstr2',0.42,0.02,0,0,42,2,'2019-01-01','2019-02-12',42,2,0.42,0.02,'strstrstrstrstrstr42','strstrstrstrstrstr2',0.42,0.02,0,0,42,2,'2019-01-01','2019-02-12'
2019-01-01 00:00:43,43,3,0.43,0.03,'strstrstrstrstrstr43','strstrstrstrstrstr3',0.43,0.03,1,0,43,3,'2019-01-01','2019-02-13',43,3,0.43,0.03,'strstrstrstrstrstr43','strstrstrstrstrstr3',0.43,0.03,1,0,43,3,'2019-01-01','2019-02-13',43,3,0.43,0.03,'strstrstrstrstrstr43','strstrstrstrstrstr3',0.43,0.03,1,0,43,3,'2019-01-01','2019-02-13',43,3,0.43,0.03,'strstrstrstrstrstr43','strstrstrstrstrstr3',0.43,0.03,1,0,43,3,'2019-01-01','2019-02-13',43,3,0.43,0.03,'strstrstrstrstrstr43','strstrstrstrstrstr3',0.43,0.03,1,0,43,3,'2019-01-01','2019-02-13'
2019-01-01 00:00:44,44,4,0.44,0.04,'strstrstrstrstrstr44','strstrstrstrstrstr4',0.44,0.04,0,0,44,4,'2019-01-01','2019-02-14',44,4,0.44,0.04,'strstrstrstrstrstr44','strstrstrstrstrstr4',0.44,0.04,0,0,44,4,'2019-01-01','2019-02-14',44,4,0.44,0.04,'strstrstrstrstrstr44','strstrstrstrstrstr4',0.44,0.04,0,0,44,4,'2019-01-01','2019-02-14',44,4,0.44,0.04,'strstrstrstrstrstr44','strstrstrstrstrstr4',0.44,0.04,0,0,44,4,'2019-01-01','2019-02-14',44,4,0.44,0.04,'strstrstrstrstrstr44','strstrstrstrstrstr4',0.44,0.04,0,0,44,4,'2019-01-01','2019-02-14'
2019-01-01 00:00:45,45,5,0.45,0.05,'strstrstrstrstrstr45','strstrstrstrstrstr5',0.45,0.05,1,0,45,5,'2019-01-01','2019-02-15',45,5,0.45,0.05,'strstrstrstrstrstr45','strstrstrstrstrstr5',0.45,0.05,1,0,45,5,'2019-01-01','2019-02-15',45,5,0.45,0.05,'strstrstrstrstrstr45','strstrstrstrstrstr5',0.45,0.05,1,0,45,5,'2019-01-01','2019-02-15',45,5,0.45,0.05,'strstrstrstrstrstr45','strstrstrstrstrstr5',0.45,0.05,1,0,45,5,'2019-01-01','2019-02-15',45,5,0.45,0.05,'strstrstrstrstrstr45','strstrstrstrstrstr5',0.45,0.05,1,0,45,5,'2019-01-01','2019-02-15'
2019-01-01 00:00:46,46,6,0.46,0.06,'strstrstrstrstrstr46','strstrstrstrstrstr6',0.46,0.06,0,0,46,6,'2019-01-01','2019-02-16',46,6,0.46,0.06,'strstrstrstrstrstr46','strstrstrstrstrstr6',0.46,0.06,0,0,46,6,'2019-01-01','2019-02-16',46,6,0.46,0.06,'strstrstrstrstrstr46','strstrstrstrstrstr6',0.46,0.06,0,0,46,6,'2019-01-01','2019-02-16',46,6,0.46,0.06,'strstrstrstrstrstr46','strstrstrstrstrstr6',0.46,0.06,0,0,46,6,'2019-01-01','2019-02-16',46,6,0.46,0.06,'strstrstrstrstrstr46','strstrstrstrstrstr6',0.46,0.06,0,0,46,6,'2019-01-01','2019-02-16'
2019-01-01 00:00:47,47,7,0.47,0.07,'strstrstrstrstrstr47','strstrstrstrstrstr7',0.47,0.07,1,0,47,7,'2019-01-01','2019-02-17',47,7,0.47,0.07,'strstrstrstrstrstr47','strstrstrstrstrstr7',0.47,0.07,1,0,47,7,'2019-01-01','2019-02-17',47,7,0.47,0.07,'strstrstrstrstrstr47','strstrstrstrstrstr7',0.47,0.07,1,0,47,7,'2019-01-01','2019-02-17',47,7,0.47,0.07,'strstrstrstrstrstr47','strstrstrstrstrstr7',0.47,0.07,1,0,47,7,'2019-01-01','2019-02-17',47,7,0.47,0.07,'strstrstrstrstrstr47','strstrstrstrstrstr7',0.47,0.07,1,0,47,7,'2019-01-01','2019-02-17'
2019-01-01 00:00:48,48,8,0.48,0.08,'strstrstrstrstrstr48','strstrstrstrstrstr8',0.48,0.08,0,0,48,8,'2019-01-01','2019-02-18',48,8,0.48,0.08,'strstrstrstrstrstr48','strstrstrstrstrstr8',0.48,0.08,0,0,48,8,'2019-01-01','2019-02-18',48,8,0.48,0.08,'strstrstrstrstrstr48','strstrstrstrstrstr8',0.48,0.08,0,0,48,8,'2019-01-01','2019-02-18',48,8,0.48,0.08,'strstrstrstrstrstr48','strstrstrstrstrstr8',0.48,0.08,0,0,48,8,'2019-01-01','2019-02-18',48,8,0.48,0.08,'strstrstrstrstrstr48','strstrstrstrstrstr8',0.48,0.08,0,0,48,8,'2019-01-01','2019-02-18'
2019-01-01 00:00:49,49,9,0.49,0.09,'strstrstrstrstrstr49','strstrstrstrstrstr9',0.49,0.09,1,0,49,9,'2019-01-01','2019-02-19',49,9,0.49,0.09,'strstrstrstrstrstr49','strstrstrstrstrstr9',0.49,0.09,1,0,49,9,'2019-01-01','2019-02-19',49,9,0.49,0.09,'strstrstrstrstrstr49','strstrstrstrstrstr9',0.49,0.09,1,0,49,9,'2019-01-01','2019-02-19',49,9,0.49,0.09,'strstrstrstrstrstr49','strstrstrstrstrstr9',0.49,0.09,1,0,49,9,'2019-01-01','2019-02-19',49,9,0.49,0.09,'strstrstrstrstrstr49','strstrstrstrstrstr9',0.49,0.09,1,0,49,9,'2019-01-01','2019-02-19'
2019-01-01 00:00:50,50,0,0.5,0.0,'strstrstrstrstrstr50','strstrstrstrstrstr0',0.5,0.0,0,1,50,0,'2019-01-01','2019-02-20',50,0,0.5,0.0,'strstrstrstrstrstr50','strstrstrstrstrstr0',0.5,0.0,0,1,50,0,'2019-01-01','2019-02-20',50,0,0.5,0.0,'strstrstrstrstrstr50','strstrstrstrstrstr0',0.5,0.0,0,1,50,0,'2019-01-01','2019-02-20',50,0,0.5,0.0,'strstrstrstrstrstr50','strstrstrstrstrstr0',0.5,0.0,0,1,50,0,'2019-01-01','2019-02-20',50,0,0.5,0.0,'strstrstrstrstrstr50','strstrstrstrstrstr0',0.5,0.0,0,1,50,0,'2019-01-01','2019-02-20'
2019-01-01 00:00:51,51,1,0.51,0.01,'strstrstrstrstrstr51','strstrstrstrstrstr1',0.51,0.01,1,1,51,1,'2019-01-01','2019-02-21',51,1,0.51,0.01,'strstrstrstrstrstr51','strstrstrstrstrstr1',0.51,0.01,1,1,51,1,'2019-01-01','2019-02-21',51,1,0.51,0.01,'strstrstrstrstrstr51','strstrstrstrstrstr1',0.51,0.01,1,1,51,1,'2019-01-01','2019-02-21',51,1,0.51,0.01,'strstrstrstrstrstr51','strstrstrstrstrstr1',0.51,0.01,1,1,51,1,'2019-01-01','2019-02-21',51,1,0.51,0.01,'strstrstrstrstrstr51','strstrstrstrstrstr1',0.51,0.01,1,1,51,1,'2019-01-01','2019-02-21'
2019-01-01 00:00:52,52,2,0.52,0.02,'strstrstrstrstrstr52','strstrstrstrstrstr2',0.52,0.02,0,1,52,2,'2019-01-01','2019-02-22',52,2,0.52,0.02,'strstrstrstrstrstr52','strstrstrstrstrstr2',0.52,0.02,0,1,52,2,'2019-01-01','2019-02-22',52,2,0.52,0.02,'strstrstrstrstrstr52','strstrstrstrstrstr2',0.52,0.02,0,1,52,2,'2019-01-01','2019-02-22',52,2,0.52,0.02,'strstrstrstrstrstr52','strstrstrstrstrstr2',0.52,0.02,0,1,52,2,'2019-01-01','2019-02-22',52,2,0.52,0.02,'strstrstrstrstrstr52','strstrstrstrstrstr2',0.52,0.02,0,1,52,2,'2019-01-01','2019-02-22'
2019-01-01 00:00:53,53,3,0.53,0.03,'strstrstrstrstrstr53','strstrstrstrstrstr3',0.53,0.03,1,1,53,3,'2019-01-01','2019-02-23',53,3,0.53,0.03,'strstrstrstrstrstr53','strstrstrstrstrstr3',0.53,0.03,1,1,53,3,'2019-01-01','2019-02-23',53,3,0.53,0.03,'strstrstrstrstrstr53','strstrstrstrstrstr3',0.53,0.03,1,1,53,3,'2019-01-01','2019-02-23',53,3,0.53,0.03,'strstrstrstrstrstr53','strstrstrstrstrstr3',0.53,0.03,1,1,53,3,'2019-01-01','2019-02-23',53,3,0.53,0.03,'strstrstrstrstrstr53','strstrstrstrstrstr3',0.53,0.03,1,1,53,3,'2019-01-01','2019-02-23'
2019-01-01 00:00:54,54,4,0.54,0.04,'strstrstrstrstrstr54','strstrstrstrstrstr4',0.54,0.04,0,1,54,4,'2019-01-01','2019-02-24',54,4,0.54,0.04,'strstrstrstrstrstr54','strstrstrstrstrstr4',0.54,0.04,0,1,54,4,'2019-01-01','2019-02-24',54,4,0.54,0.04,'strstrstrstrstrstr54','strstrstrstrstrstr4',0.54,0.04,0,1,54,4,'2019-01-01','2019-02-24',54,4,0.54,0.04,'strstrstrstrstrstr54','strstrstrstrstrstr4',0.54,0.04,0,1,54,4,'2019-01-01','2019-02-24',54,4,0.54,0.04,'strstrstrstrstrstr54','strstrstrstrstrstr4',0.54,0.04,0,1,54,4,'2019-01-01','2019-02-24'
2019-01-01 00:00:55,55,5,0.55,0.05,'strstrstrstrstrstr55','strstrstrstrstrstr5',0.55,0.05,1,1,55,5,'2019-01-01','2019-02-25',55,5,0.55,0.05,'strstrstrstrstrstr55','strstrstrstrstrstr5',0.55,0.05,1,1,55,5,'2019-01-01','2019-02-25',55,5,0.55,0.05,'strstrstrstrstrstr55','strstrstrstrstrstr5',0.55,0.05,1,1,55,5,'2019-01-01','2019-02-25',55,5,0.55,0.05,'strstrstrstrstrstr55','strstrstrstrstrstr5',0.55,0.05,1,1,55,5,'2019-01-01','2019-02-25',55,5,0.55,0.05,'strstrstrstrstrstr55','strstrstrstrstrstr5',0.55,0.05,1,1,55,5,'2019-01-01','2019-02-25'
2019-01-01 00:00:56,56,6,0.56,0.06,'strstrstrstrstrstr56','strstrstrstrstrstr6',0.56,0.06,0,1,56,6,'2019-01-01','2019-02-26',56,6,0.56,0.06,'strstrstrstrstrstr56','strstrstrstrstrstr6',0.56,0.06,0,1,56,6,'2019-01-01','2019-02-26',56,6,0.56,0.06,'strstrstrstrstrstr56','strstrstrstrstrstr6',0.56,0.06,0,1,56,6,'2019-01-01','2019-02-26',56,6,0.56,0.06,'strstrstrstrstrstr56','strstrstrstrstrstr6',0.56,0.06,0,1,56,6,'2019-01-01','2019-02-26',56,6,0.56,0.06,'strstrstrstrstrstr56','strstrstrstrstrstr6',0.56,0.06,0,1,56,6,'2019-01-01','2019-02-26'
2019-01-01 00:00:57,57,7,0.57,0.07,'strstrstrstrstrstr57','strstrstrstrstrstr7',0.57,0.07,1,1,57,7,'2019-01-01','2019-02-27',57,7,0.57,0.07,'strstrstrstrstrstr57','strstrstrstrstrstr7',0.57,0.07,1,1,57,7,'2019-01-01','2019-02-27',57,7,0.57,0.07,'strstrstrstrstrstr57','strstrstrstrstrstr7',0.57,0.07,1,1,57,7,'2019-01-01','2019-02-27',57,7,0.57,0.07,'strstrstrstrstrstr57','strstrstrstrstrstr7',0.57,0.07,1,1,57,7,'2019-01-01','2019-02-27',57,7,0.57,0.07,'strstrstrstrstrstr57','strstrstrstrstrstr7',0.57,0.07,1,1,57,7,'2019-01-01','2019-02-27'
2019-01-01 00:00:58,58,8,0.58,0.08,'strstrstrstrstrstr58','strstrstrstrstrstr8',0.58,0.08,0,1,58,8,'2019-01-01','2019-02-28',58,8,0.58,0.08,'strstrstrstrstrstr58','strstrstrstrstrstr8',0.58,0.08,0,1,58,8,'2019-01-01','2019-02-28',58,8,0.58,0.08,'strstrstrstrstrstr58','strstrstrstrstrstr8',0.58,0.08,0,1,58,8,'2019-01-01','2019-02-28',58,8,0.58,0.08,'strstrstrstrstrstr58','strstrstrstrstrstr8',0.58,0.08,0,1,58,8,'2019-01-01','2019-02-28',58,8,0.58,0.08,'strstrstrstrstrstr58','strstrstrstrstrstr8',0.58,0.08,0,1,58,8,'2019-01-01','2019-02-28'
2019-01-01 00:00:59,59,9,0.59,0.09,'strstrstrstrstrstr59','strstrstrstrstrstr9',0.59,0.09,1,1,59,9,'2019-01-01','2019-03-01',59,9,0.59,0.09,'strstrstrstrstrstr59','strstrstrstrstrstr9',0.59,0.09,1,1,59,9,'2019-01-01','2019-03-01',59,9,0.59,0.09,'strstrstrstrstrstr59','strstrstrstrstrstr9',0.59,0.09,1,1,59,9,'2019-01-01','2019-03-01',59,9,0.59,0.09,'strstrstrstrstrstr59','strstrstrstrstrstr9',0.59,0.09,1,1,59,9,'2019-01-01','2019-03-01',59,9,0.59,0.09,'strstrstrstrstrstr59','strstrstrstrstrstr9',0.59,0.09,1,1,59,9,'2019-01-01','2019-03-01'
2019-01-01 00:01:00,60,0,0.6,0.0,'strstrstrstrstrstr60','strstrstrstrstrstr0',0.6,0.0,0,0,60,0,'2019-01-01','2019-03-02',60,0,0.6,0.0,'strstrstrstrstrstr60','strstrstrstrstrstr0',0.6,0.0,0,0,60,0,'2019-01-01','2019-03-02',60,0,0.6,0.0,'strstrstrstrstrstr60','strstrstrstrstrstr0',0.6,0.0,0,0,60,0,'2019-01-01','2019-03-02',60,0,0.6,0.0,'strstrstrstrstrstr60','strstrstrstrstrstr0',0.6,0.0,0,0,60,0,'2019-01-01','2019-03-02',60,0,0.6,0.0,'strstrstrstrstrstr60','strstrstrstrstrstr0',0.6,0.0,0,0,60,0,'2019-01-01','2019-03-02'
2019-01-01 00:01:01,61,1,0.61,0.01,'strstrstrstrstrstr61','strstrstrstrstrstr1',0.61,0.01,1,0,61,1,'2019-01-01','2019-03-03',61,1,0.61,0.01,'strstrstrstrstrstr61','strstrstrstrstrstr1',0.61,0.01,1,0,61,1,'2019-01-01','2019-03-03',61,1,0.61,0.01,'strstrstrstrstrstr61','strstrstrstrstrstr1',0.61,0.01,1,0,61,1,'2019-01-01','2019-03-03',61,1,0.61,0.01,'strstrstrstrstrstr61','strstrstrstrstrstr1',0.61,0.01,1,0,61,1,'2019-01-01','2019-03-03',61,1,0.61,0.01,'strstrstrstrstrstr61','strstrstrstrstrstr1',0.61,0.01,1,0,61,1,'2019-01-01','2019-03-03'
2019-01-01 00:01:02,62,2,0.62,0.02,'strstrstrstrstrstr62','strstrstrstrstrstr2',0.62,0.02,0,0,62,2,'2019-01-01','2019-03-04',62,2,0.62,0.02,'strstrstrstrstrstr62','strstrstrstrstrstr2',0.62,0.02,0,0,62,2,'2019-01-01','2019-03-04',62,2,0.62,0.02,'strstrstrstrstrstr62','strstrstrstrstrstr2',0.62,0.02,0,0,62,2,'2019-01-01','2019-03-04',62,2,0.62,0.02,'strstrstrstrstrstr62','strstrstrstrstrstr2',0.62,0.02,0,0,62,2,'2019-01-01','2019-03-04',62,2,0.62,0.02,'strstrstrstrstrstr62','strstrstrstrstrstr2',0.62,0.02,0,0,62,2,'2019-01-01','2019-03-04'
2019-01-01 00:01:03,63,3,0.63,0.03,'strstrstrstrstrstr63','strstrstrstrstrstr3',0.63,0.03,1,0,63,3,'2019-01-01','2019-03-05',63,3,0.63,0.03,'strstrstrstrstrstr63','strstrstrstrstrstr3',0.63,0.03,1,0,63,3,'2019-01-01','2019-03-05',63,3,0.63,0.03,'strstrstrstrstrstr63','strstrstrstrstrstr3',0.63,0.03,1,0,63,3,'2019-01-01','2019-03-05',63,3,0.63,0.03,'strstrstrstrstrstr63','strstrstrstrstrstr3',0.63,0.03,1,0,63,3,'2019-01-01','2019-03-05',63,3,0.63,0.03,'strstrstrstrstrstr63','strstrstrstrstrstr3',0.63,0.03,1,0,63,3,'2019-01-01','2019-03-05'
2019-01-01 00:01:04,64,4,0.64,0.04,'strstrstrstrstrstr64','strstrstrstrstrstr4',0.64,0.04,0,0,64,4,'2019-01-01','2019-03-06',64,4,0.64,0.04,'strstrstrstrstrstr64','strstrstrstrstrstr4',0.64,0.04,0,0,64,4,'2019-01-01','2019-03-06',64,4,0.64,0.04,'strstrstrstrstrstr64','strstrstrstrstrstr4',0.64,0.04,0,0,64,4,'2019-01-01','2019-03-06',64,4,0.64,0.04,'strstrstrstrstrstr64','strstrstrstrstrstr4',0.64,0.04,0,0,64,4,'2019-01-01','2019-03-06',64,4,0.64,0.04,'strstrstrstrstrstr64','strstrstrstrstrstr4',0.64,0.04,0,0,64,4,'2019-01-01','2019-03-06'
2019-01-01 00:01:05,65,5,0.65,0.05,'strstrstrstrstrstr65','strstrstrstrstrstr5',0.65,0.05,1,0,65,5,'2019-01-01','2019-03-07',65,5,0.65,0.05,'strstrstrstrstrstr65','strstrstrstrstrstr5',0.65,0.05,1,0,65,5,'2019-01-01','2019-03-07',65,5,0.65,0.05,'strstrstrstrstrstr65','strstrstrstrstrstr5',0.65,0.05,1,0,65,5,'2019-01-01','2019-03-07',65,5,0.65,0.05,'strstrstrstrstrstr65','strstrstrstrstrstr5',0.65,0.05,1,0,65,5,'2019-01-01','2019-03-07',65,5,0.65,0.05,'strstrstrstrstrstr65','strstrstrstrstrstr5',0.65,0.05,1,0,65,5,'2019-01-01','2019-03-07'
2019-01-01 00:01:06,66,6,0.66,0.06,'strstrstrstrstrstr66','strstrstrstrstrstr6',0.66,0.06,0,0,66,6,'2019-01-01','2019-03-08',66,6,0.66,0.06,'strstrstrstrstrstr66','strstrstrstrstrstr6',0.66,0.06,0,0,66,6,'2019-01-01','2019-03-08',66,6,0.66,0.06,'strstrstrstrstrstr66','strstrstrstrstrstr6',0.66,0.06,0,0,66,6,'2019-01-01','2019-03-08',66,6,0.66,0.06,'strstrstrstrstrstr66','strstrstrstrstrstr6',0.66,0.06,0,0,66,6,'2019-01-01','2019-03-08',66,6,0.66,0.06,'strstrstrstrstrstr66','strstrstrstrstrstr6',0.66,0.06,0,0,66,6,'2019-01-01','2019-03-08'
2019-01-01 00:01:07,67,7,0.67,0.07,'strstrstrstrstrstr67','strstrstrstrstrstr7',0.67,0.07,1,0,67,7,'2019-01-01','2019-03-09',67,7,0.67,0.07,'strstrstrstrstrstr67','strstrstrstrstrstr7',0.67,0.07,1,0,67,7,'2019-01-01','2019-03-09',67,7,0.67,0.07,'strstrstrstrstrstr67','strstrstrstrstrstr7',0.67,0.07,1,0,67,7,'2019-01-01','2019-03-09',67,7,0.67,0.07,'strstrstrstrstrstr67','strstrstrstrstrstr7',0.67,0.07,1,0,67,7,'2019-01-01','2019-03-09',67,7,0.67,0.07,'strstrstrstrstrstr67','strstrstrstrstrstr7',0.67,0.07,1,0,67,7,'2019-01-01','2019-03-09'
2019-01-01 00:01:08,68,8,0.68,0.08,'strstrstrstrstrstr68','strstrstrstrstrstr8',0.68,0.08,0,0,68,8,'2019-01-01','2019-03-10',68,8,0.68,0.08,'strstrstrstrstrstr68','strstrstrstrstrstr8',0.68,0.08,0,0,68,8,'2019-01-01','2019-03-10',68,8,0.68,0.08,'strstrstrstrstrstr68','strstrstrstrstrstr8',0.68,0.08,0,0,68,8,'2019-01-01','2019-03-10',68,8,0.68,0.08,'strstrstrstrstrstr68','strstrstrstrstrstr8',0.68,0.08,0,0,68,8,'2019-01-01','2019-03-10',68,8,0.68,0.08,'strstrstrstrstrstr68','strstrstrstrstrstr8',0.68,0.08,0,0,68,8,'2019-01-01','2019-03-10'
2019-01-01 00:01:09,69,9,0.69,0.09,'strstrstrstrstrstr69','strstrstrstrstrstr9',0.69,0.09,1,0,69,9,'2019-01-01','2019-03-11',69,9,0.69,0.09,'strstrstrstrstrstr69','strstrstrstrstrstr9',0.69,0.09,1,0,69,9,'2019-01-01','2019-03-11',69,9,0.69,0.09,'strstrstrstrstrstr69','strstrstrstrstrstr9',0.69,0.09,1,0,69,9,'2019-01-01','2019-03-11',69,9,0.69,0.09,'strstrstrstrstrstr69','strstrstrstrstrstr9',0.69,0.09,1,0,69,9,'2019-01-01','2019-03-11',69,9,0.69,0.09,'strstrstrstrstrstr69','strstrstrstrstrstr9',0.69,0.09,1,0,69,9,'2019-01-01','2019-03-11'
2019-01-01 00:01:10,70,0,0.7,0.0,'strstrstrstrstrstr70','strstrstrstrstrstr0',0.7,0.0,0,1,70,0,'2019-01-01','2019-03-12',70,0,0.7,0.0,'strstrstrstrstrstr70','strstrstrstrstrstr0',0.7,0.0,0,1,70,0,'2019-01-01','2019-03-12',70,0,0.7,0.0,'strstrstrstrstrstr70','strstrstrstrstrstr0',0.7,0.0,0,1,70,0,'2019-01-01','2019-03-12',70,0,0.7,0.0,'strstrstrstrstrstr70','strstrstrstrstrstr0',0.7,0.0,0,1,70,0,'2019-01-01','2019-03-12',70,0,0.7,0.0,'strstrstrstrstrstr70','strstrstrstrstrstr0',0.7,0.0,0,1,70,0,'2019-01-01','2019-03-12'
2019-01-01 00:01:11,71,1,0.71,0.01,'strstrstrstrstrstr71','strstrstrstrstrstr1',0.71,0.01,1,1,71,1,'2019-01-01','2019-03-13',71,1,0.71,0.01,'strstrstrstrstrstr71','strstrstrstrstrstr1',0.71,0.01,1,1,71,1,'2019-01-01','2019-03-13',71,1,0.71,0.01,'strstrstrstrstrstr71','strstrstrstrstrstr1',0.71,0.01,1,1,71,1,'2019-01-01','2019-03-13',71,1,0.71,0.01,'strstrstrstrstrstr71','strstrstrstrstrstr1',0.71,0.01,1,1,71,1,'2019-01-01','2019-03-13',71,1,0.71,0.01,'strstrstrstrstrstr71','strstrstrstrstrstr1',0.71,0.01,1,1,71,1,'2019-01-01','2019-03-13'
2019-01-01 00:01:12,72,2,0.72,0.02,'strstrstrstrstrstr72','strstrstrstrstrstr2',0.72,0.02,0,1,72,2,'2019-01-01','2019-03-14',72,2,0.72,0.02,'strstrstrstrstrstr72','strstrstrstrstrstr2',0.72,0.02,0,1,72,2,'2019-01-01','2019-03-14',72,2,0.72,0.02,'strstrstrstrstrstr72','strstrstrstrstrstr2',0.72,0.02,0,1,72,2,'2019-01-01','2019-03-14',72,2,0.72,0.02,'strstrstrstrstrstr72','strstrstrstrstrstr2',0.72,0.02,0,1,72,2,'2019-01-01','2019-03-14',72,2,0.72,0.02,'strstrstrstrstrstr72','strstrstrstrstrstr2',0.72,0.02,0,1,72,2,'2019-01-01','2019-03-14'
2019-01-01 00:01:13,73,3,0.73,0.03,'strstrstrstrstrstr73','strstrstrstrstrstr3',0.73,0.03,1,1,73,3,'2019-01-01','2019-03-15',73,3,0.73,0.03,'strstrstrstrstrstr73','strstrstrstrstrstr3',0.73,0.03,1,1,73,3,'2019-01-01','2019-03-15',73,3,0.73,0.03,'strstrstrstrstrstr73','strstrstrstrstrstr3',0.73,0.03,1,1,73,3,'2019-01-01','2019-03-15',73,3,0.73,0.03,'strstrstrstrstrstr73','strstrstrstrstrstr3',0.73,0.03,1,1,73,3,'2019-01-01','2019-03-15',73,3,0.73,0.03,'strstrstrstrstrstr73','strstrstrstrstrstr3',0.73,0.03,1,1,73,3,'2019-01-01','2019-03-15'
